MS SubClass,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Alley_None,Alley_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,Misc Feature_None,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,HouseAge,TotalSF,TotalBath,IsRemod,OverallScore,PorchSF
80,0.14726027397260272,0.039483349657198824,1,7,5,2000,2000,0.0,3,3,4,3,1,6,0.13297872340425532,1,0.0,0.06498545101842872,0.11977542108546475,5,0.12621916236374067,0.36083608360836084,0.0,0.3144004589787722,0.0,0.0,2,1,3,1,3,7,8,1,3,0.9062075215224287,3,2.0,0.2688172043010753,3,3,2,0.12640449438202248,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2010,180000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.07352941176470588,0.31395842172252864,0.24999999999999997,0,0.3820224719101123,0.12640449438202248
60,0.14726027397260272,0.05022649363369246,1,7,5,2001,2001,0.1125,4,3,4,3,1,1,0.0,1,0.0,0.42870999030067897,0.2757330006238303,5,0.15777395295467583,0.6331133113311331,0.0,0.4879518072289156,0.0,0.0,2,1,3,1,4,8,8,1,4,0.9066606252831899,3,2.0,0.2916666666666667,3,3,2,0.10112359550561797,0.0646900269541779,0.0,0.0,0.0,0.0,0,0.0,5,2010,222500,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0661764705882353,0.548366567670768,0.24999999999999997,0,0.3820224719101123,0.1348314606741573
60,0.297945205479452,0.08248041136141038,1,9,5,1999,1999,0.10312500000000001,4,3,4,3,1,1,0.0,1,0.0,0.6755577109602328,0.4344978165938865,5,0.3121055651176133,0.6474147414741473,0.0,0.6497418244406196,0.0,0.0,2,1,4,1,4,10,8,1,3,0.9057544177616674,3,3.0,0.5235215053763441,3,3,2,0.4691011235955056,0.04043126684636119,0.0,0.0,0.0,0.0,0,0.0,5,2010,333168,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.08088235294117647,0.7759864234196012,0.24999999999999997,0,0.4943820224719101,0.4901685393258427
20,0.13013698630136983,0.05688663075416257,1,7,5,1996,1996,0.21125,4,3,4,3,1,6,0.4888297872340426,1,0.0,0.38845780795344326,0.5364940736119775,5,0.3975903614457831,0.0,0.0,0.3975903614457831,1.0,0.0,2,0,3,1,4,7,8,1,3,0.9043951064793838,3,2.0,0.3541666666666667,3,3,2,0.16853932584269662,0.07547169811320756,0.15217391304347824,0.0,0.0,0.0,0,0.0,3,2010,260400,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.10294117647058823,0.6588884174798473,0.33333333333333337,0,0.3820224719101123,0.31601123595505615
60,0.2636986301369863,0.0670666013712047,1,8,5,1994,1995,0.22625,4,3,5,3,3,6,0.548936170212766,1,0.0,0.2090203685741998,0.45633187772925765,5,0.33448078026391276,0.6171617161716171,0.0,0.6563396442914514,1.0,0.0,2,1,3,1,4,9,8,2,3,0.9034888989578613,2,2.0,0.478494623655914,3,3,2,0.13061797752808987,0.0431266846361186,0.0,0.0,0.0,0.0,0,0.0,4,2010,325000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.11764705882352941,0.7957148918116249,0.41666666666666663,1,0.4382022471910112,0.15308988764044942
60,0.24315068493150682,0.06405484818805092,1,8,7,1999,2007,0.2175,4,3,4,3,1,6,0.27872340425531916,1,0.0,0.30455868089233756,0.3593262632563943,5,0.23809523809523808,0.6083608360836084,0.0,0.555364314400459,0.0,0.0,2,1,4,1,4,9,8,1,4,0.9057544177616674,3,3.0,0.4509408602150538,3,3,2,0.09269662921348315,0.07681940700808626,0.0,0.0,0.0,0.0,0,0.0,4,2010,290000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.08088235294117647,0.6550700042426814,0.24999999999999997,1,0.6179775280898876,0.1327247191011236
60,0.1267123287671233,0.09469882468168461,1,7,5,1998,1998,0.01875,4,3,4,3,1,1,0.0,1,0.0,0.5795344325897187,0.3727386150966937,4,0.24698795180722888,0.3542354235423542,0.0,0.431726907630522,0.0,0.0,2,1,4,1,3,7,8,0,0,0.9053013140009062,3,2.0,0.3266129032258065,3,3,2,0.0,0.1091644204851752,0.0,0.0,0.0,0.0,0,0.0,6,2010,221000,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.08823529411764705,0.5727619855748833,0.24999999999999997,0,0.3820224719101123,0.05688202247191011
20,0.1780821917808219,0.04705558276199803,1,8,5,2005,2006,0.14125000000000001,4,3,4,3,0,1,0.0,1,0.0,0.7735208535402522,0.49750467872738613,5,0.361732644865175,0.0,0.0,0.361732644865175,0.0,0.0,2,0,2,1,4,6,8,1,4,0.9084730403262348,2,3.0,0.5913978494623656,3,3,2,0.10112359550561797,0.0,0.0,0.0,0.0,0.0,0,0.0,5,2010,221500,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.03676470588235294,0.6058549002969876,0.16666666666666666,1,0.4382022471910112,0.10112359550561797
20,0.24315068493150682,0.04845127326150832,1,7,5,2009,2010,0.0,4,3,4,3,1,1,0.0,1,0.0,0.5906886517943744,0.3799126637554585,5,0.2535857716580608,0.0,0.0,0.2535857716580608,0.0,0.0,2,0,2,1,4,4,8,0,0,0.9102854553692796,2,2.0,0.45430107526881724,3,3,2,0.0,0.18328840970350405,0.0,0.0,0.0,0.0,0,0.0,4,2010,204500,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.007352941176470588,0.44590581247348327,0.16666666666666666,1,0.3820224719101123,0.09550561797752809
60,0.17465753424657532,0.04493143976493634,1,7,5,2009,2009,0.0,3,3,4,3,2,6,0.012765957446808512,1,0.0,0.35499515033947626,0.23580786026200873,5,0.12335054503729201,0.4306930693069307,0.0,0.34796328169822144,0.0,0.0,2,1,3,1,4,7,8,0,0,0.9102854553692796,1,2.0,0.41263440860215056,3,3,2,0.11867977528089887,0.06064690026954178,0.0,0.0,0.0,0.0,0,0.0,6,2010,215200,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.007352941176470588,0.4176919813322019,0.24999999999999997,0,0.3820224719101123,0.1502808988764045
20,0.18493150684931503,0.047135161606268364,1,8,5,2008,2008,0.0225,4,3,4,3,3,6,0.573404255319149,1,0.0,0.23666343355965083,0.48845913911416095,5,0.35341365461847385,0.0,0.0,0.35341365461847385,1.0,0.0,2,0,3,1,4,7,8,0,0,0.9098323516085184,2,2.0,0.5040322580645161,3,3,2,0.10112359550561797,0.22641509433962265,0.0,0.0,0.0,0.0,0,0.0,4,2010,262500,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.014705882352941176,0.5935511243105642,0.33333333333333337,0,0.4382022471910112,0.2191011235955056
60,0.2705479452054794,0.06887855044074435,1,7,5,2004,2005,0.0,4,3,4,3,1,6,0.11808510638297873,1,0.0,0.37293889427740057,0.30910792264504056,5,0.18846815834767638,0.5258525852585259,0.0,0.46270797475616754,0.0,0.0,2,1,3,1,4,8,8,1,4,0.9080199365654735,2,2.0,0.4556451612903226,3,3,2,0.0,0.18328840970350405,0.0,0.0,0.0,0.0,0,0.0,5,2010,254900,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.044117647058823525,0.5523971149766652,0.24999999999999997,1,0.3820224719101123,0.09550561797752809
20,0.21575342465753422,0.05595004897159647,1,6,5,2005,2005,0.0,4,3,5,3,1,6,0.7521276595744681,1,0.0,0.026188166828322017,0.4578914535246413,5,0.3253012048192771,0.0,0.0,0.3253012048192771,1.0,0.0,2,0,2,1,4,6,8,1,4,0.9084730403262348,3,2.0,0.3548387096774194,3,3,2,0.0,0.13746630727762804,0.0,0.0,0.375,0.0,0,0.0,5,2010,271500,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.03676470588235294,0.5519728468392023,0.33333333333333337,0,0.3258426966292135,0.22331460674157302
60,0.18835616438356162,0.05412585700293829,1,7,5,2004,2004,0.0,4,3,4,3,1,6,0.34893617021276596,1,0.0,0.1454898157129001,0.29819089207735494,5,0.17842799770510614,0.6204620462046204,0.0,0.502008032128514,1.0,0.0,2,1,4,1,4,8,8,0,0,0.9080199365654735,2,2.0,0.4153225806451613,3,3,2,0.0,0.06064690026954178,0.0,0.0,0.0,0.0,0,0.0,1,2010,233000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.044117647058823525,0.574034789987272,0.41666666666666663,0,0.3820224719101123,0.03160112359550562
60,0.1678082191780822,0.06500979431929481,1,7,5,2004,2004,0.07625,4,3,4,3,3,1,0.0,1,0.0,0.4030067895247333,0.2592014971927636,5,0.142570281124498,0.4554455445544554,0.0,0.38009179575444635,0.0,0.0,2,1,3,1,4,8,8,0,0,0.9080199365654735,2,2.0,0.3252688172043011,3,3,2,0.10112359550561797,0.09164420485175202,0.0,0.0,0.0,0.0,0,0.0,4,2010,181000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.044117647058823525,0.4573610521849809,0.24999999999999997,0,0.3820224719101123,0.14887640449438203
60,0.15753424657534243,0.04640058765915768,1,7,5,1994,2002,0.0,4,3,4,3,1,6,0.3696808510638298,1,0.0,0.12269641125121242,0.2956955708047411,5,0.25473321858864023,0.4884488448844884,0.0,0.5094664371772805,1.0,0.0,2,1,3,1,4,8,8,2,2,0.9034888989578613,2,2.0,0.3111559139784946,3,3,2,0.0,0.1752021563342318,0.0,0.0,0.0,0.0,0,0.0,5,2010,205000,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.11764705882352941,0.5778532032244378,0.41666666666666663,1,0.3820224719101123,0.09129213483146068
120,0.09931506849315068,0.0410871694417238,1,6,5,1980,1980,0.0,3,3,4,3,1,4,0.28882978723404257,4,0.0779816513761468,0.12657613967022308,0.2878976918278228,3,0.16896156052782557,0.0,0.0,0.16896156052782557,0.0,0.0,2,0,2,1,3,5,8,1,3,0.8971454463072044,2,1.0,0.1774193548387097,3,3,2,0.056179775280898875,0.0,0.0,0.0,0.0,0.0,0,0.0,5,2010,143000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.22058823529411764,0.32074671192193466,0.16666666666666666,0,0.3258426966292135,0.056179775280898875
60,0.1678082191780822,0.06071253672869735,1,6,5,1992,1992,0.0,4,3,4,3,1,1,0.0,1,0.0,0.511639185257032,0.32907049282595136,5,0.20682730923694775,0.4345434543454345,0.0,0.4334480780263913,0.0,0.0,2,1,3,1,4,8,8,1,3,0.902582691436339,2,2.0,0.31048387096774194,3,3,2,0.4459269662921348,0.14016172506738545,0.0,0.0,0.0,0.0,0,0.025806451612903226,5,2010,189000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1323529411764706,0.5443360203648706,0.24999999999999997,0,0.3258426966292135,0.5189606741573034
120,0.11643835616438354,0.04035259549461312,1,6,5,1979,1979,0.0,3,3,4,3,1,1,0.0,1,0.0,0.4451988360814743,0.2863381160324392,3,0.16752725186460127,0.0,0.0,0.16752725186460127,0.0,0.0,2,0,2,1,3,5,8,1,3,0.8966923425464431,1,1.0,0.1774193548387097,3,3,2,0.019662921348314606,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2010,99500,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.22794117647058823,0.31862537123462026,0.16666666666666666,0,0.3258426966292135,0.019662921348314606
120,0.09931506849315068,0.03596351616062683,1,6,5,1984,1984,0.0,3,3,4,3,1,5,0.3313829787234043,2,0.07929226736566186,0.0,0.23206487835308795,3,0.11990820424555365,0.0,0.0,0.11990820424555365,1.0,0.0,1,0,2,1,3,4,8,0,0,0.8989578613502492,1,1.0,0.1774193548387097,3,3,2,0.24789325842696627,0.0,0.0,0.0,0.15625,0.0,0,0.0,2,2010,125000,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.19117647058823528,0.24649978786593124,0.16666666666666666,0,0.3258426966292135,0.3110955056179775
